variant,cluster_id,prompt_id,primary_mood,persona_id,warm,rotation,rank,tmdb_id,title,mood_coverage,evidence_source,runtime_satisfied,era_satisfied,duration_ms
"control","p014:cold_general","p014","adventurous","cold_general",false,2,4,1184918,"The Wild Robot",1.0000,GENRE_ONLY,false,true,55.462
"control","p014:cold_general","p014","adventurous","cold_general",false,2,5,980431,"Avatar Aang: The Last Airbender",1.0000,OVERVIEW_ONLY,false,true,55.462
"control","p014:cold_general","p014","adventurous","cold_general",false,3,1,533535,"Deadpool & Wolverine",1.0000,GENRE_ONLY,true,true,53.391
"control","p014:cold_general","p014","adventurous","cold_general",false,3,2,1007757,"Swapped",1.0000,OVERVIEW_ONLY,false,true,53.391
"control","p014:cold_general","p014","adventurous","cold_general",false,3,3,436969,"The Suicide Squad",1.0000,GENRE_ONLY,true,true,53.391
"control","p014:cold_general","p014","adventurous","cold_general",false,3,4,1168190,"The Wrecking Crew",1.0000,GENRE_ONLY,true,true,53.391
"control","p014:cold_general","p014","adventurous","cold_general",false,3,5,569094,"Spider-Man: Across the Spider-Verse",1.0000,GENRE_ONLY,false,true,53.391
"control","p014:cold_general","p014","adventurous","cold_general",false,4,1,533535,"Deadpool & Wolverine",1.0000,GENRE_ONLY,true,true,53.784
"control","p014:cold_general","p014","adventurous","cold_general",false,4,2,980431,"Avatar Aang: The Last Airbender",1.0000,OVERVIEW_ONLY,false,true,53.784
"control","p014:cold_general","p014","adventurous","cold_general",false,4,3,1184918,"The Wild Robot",1.0000,GENRE_ONLY,false,true,53.784
"control","p014:cold_general","p014","adventurous","cold_general",false,4,4,1612018,"Jackass: Best and Last",1.0000,GENRE_ONLY,false,true,53.784
"control","p014:cold_general","p014","adventurous","cold_general",false,4,5,1327819,"Hoppers",1.0000,GENRE_ONLY,false,true,53.784
"control","p014:cold_general","p014","adventurous","cold_general",false,5,1,1108427,"Moana",1.0000,OVERVIEW_ONLY,true,true,52.538
"control","p014:cold_general","p014","adventurous","cold_general",false,5,2,436969,"The Suicide Squad",1.0000,GENRE_ONLY,true,true,52.538
"control","p014:cold_general","p014","adventurous","cold_general",false,5,3,569094,"Spider-Man: Across the Spider-Verse",1.0000,GENRE_ONLY,false,true,52.538
"control","p014:cold_general","p014","adventurous","cold_general",false,5,4,803796,"KPop Demon Hunters",1.0000,GENRE_ONLY,false,true,52.538
"control","p014:cold_general","p014","adventurous","cold_general",false,5,5,1226863,"The Super Mario Galaxy Movie",1.0000,GENRE_ONLY,false,true,52.538
"control","p014:cold_general","p014","adventurous","cold_general",false,6,1,980431,"Avatar Aang: The Last Airbender",1.0000,OVERVIEW_ONLY,false,true,53.555
"control","p014:cold_general","p014","adventurous","cold_general",false,6,2,1168190,"The Wrecking Crew",1.0000,GENRE_ONLY,true,true,53.555
"control","p014:cold_general","p014","adventurous","cold_general",false,6,3,1084244,"Toy Story 5",1.0000,GENRE_ONLY,false,true,53.555
"control","p014:cold_general","p014","adventurous","cold_general",false,6,4,933260,"The Substance",1.0000,KEYWORD_BACKED,false,true,53.555
"control","p014:cold_general","p014","adventurous","cold_general",false,6,5,803796,"KPop Demon Hunters",1.0000,GENRE_ONLY,false,true,53.555
"control","p014:cold_general","p014","adventurous","cold_general",false,7,1,436969,"The Suicide Squad",1.0000,GENRE_ONLY,true,true,56.694
"control","p014:cold_general","p014","adventurous","cold_general",false,7,2,936075,"Michael",0.5000,OVERVIEW_ONLY,true,true,56.694
"control","p014:cold_general","p014","adventurous","cold_general",false,7,3,1284041,"The Last House",0.5000,GENRE_ONLY,true,true,56.694
"control","p014:cold_general","p014","adventurous","cold_general",false,7,4,1301421,"The Sheep Detectives",0.5000,GENRE_ONLY,true,true,56.694
"control","p014:cold_general","p014","adventurous","cold_general",false,7,5,950028,"The Invite",0.5000,GENRE_ONLY,true,true,56.694
"control","p014:cold_general","p014","adventurous","cold_general",false,8,1,1084242,"Zootopia 2",1.0000,GENRE_ONLY,true,true,90.226
"control","p014:cold_general","p014","adventurous","cold_general",false,8,2,635302,"Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train",1.0000,GENRE_ONLY,true,true,90.226
"control","p014:cold_general","p014","adventurous","cold_general",false,8,3,533535,"Deadpool & Wolverine",1.0000,GENRE_ONLY,true,true,90.226
"control","p014:cold_general","p014","adventurous","cold_general",false,8,4,1108427,"Moana",1.0000,OVERVIEW_ONLY,true,true,90.226
"control","p014:cold_general","p014","adventurous","cold_general",false,8,5,436969,"The Suicide Squad",1.0000,GENRE_ONLY,true,true,90.226
"control","p014:cold_general","p014","adventurous","cold_general",false,9,1,1226863,"The Super Mario Galaxy Movie",1.0000,GENRE_ONLY,false,true,71.459
"control","p014:cold_general","p014","adventurous","cold_general",false,9,2,1612018,"Jackass: Best and Last",1.0000,GENRE_ONLY,false,true,71.459
"control","p014:cold_general","p014","adventurous","cold_general",false,9,3,1184918,"The Wild Robot",1.0000,GENRE_ONLY,false,true,71.459
"control","p014:cold_general","p014","adventurous","cold_general",false,9,4,803796,"KPop Demon Hunters",1.0000,GENRE_ONLY,false,true,71.459
"control","p014:cold_general","p014","adventurous","cold_general",false,9,5,1327819,"Hoppers",1.0000,GENRE_ONLY,false,true,71.459
"control","p014:warm_thriller","p014","adventurous","warm_thriller",true,0,1,1084242,"Zootopia 2",1.0000,GENRE_ONLY,true,true,78.899
"control","p014:warm_thriller","p014","adventurous","warm_thriller",true,0,2,533535,"Deadpool & Wolverine",1.0000,GENRE_ONLY,true,true,78.899
"control","p014:warm_thriller","p014","adventurous","warm_thriller",true,0,3,980431,"Avatar Aang: The Last Airbender",1.0000,OVERVIEW_ONLY,false,true,78.899
"control","p014:warm_thriller","p014","adventurous","warm_thriller",true,0,4,1175942,"The Bad Guys 2",1.0000,GENRE_ONLY,false,true,78.899
"control","p014:warm_thriller","p014","adventurous","warm_thriller",true,0,5,1084244,"Toy Story 5",1.0000,GENRE_ONLY,false,true,78.899
"control","p014:warm_thriller","p014","adventurous","warm_thriller",true,1,1,980431,"Avatar Aang: The Last Airbender",1.0000,OVERVIEW_ONLY,false,true,73.047
"control","p014:warm_thriller","p014","adventurous","warm_thriller",true,1,2,1184918,"The Wild Robot",1.0000,GENRE_ONLY,false,true,73.047
"control","p014:warm_thriller","p014","adventurous","warm_thriller",true,1,3,933260,"The Substance",1.0000,KEYWORD_BACKED,false,true,73.047
"control","p014:warm_thriller","p014","adventurous","warm_thriller",true,1,4,1241982,"Moana 2",1.0000,GENRE_ONLY,false,true,73.047
"control","p014:warm_thriller","p014","adventurous","warm_thriller",true,1,5,950387,"A Minecraft Movie",1.0000,KEYWORD_BACKED,false,true,73.047
"control","p014:warm_thriller","p014","adventurous","warm_thriller",true,2,1,635302,"Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train",1.0000,GENRE_ONLY,true,true,89.321
"control","p014:warm_thriller","p014","adventurous","warm_thriller",true,2,2,1108427,"Moana",1.0000,OVERVIEW_ONLY,true,true,89.321
"control","p014:warm_thriller","p014","adventurous","warm_thriller",true,2,3,533535,"Deadpool & Wolverine",1.0000,GENRE_ONLY,true,true,89.321
"control","p014:warm_thriller","p014","adventurous","warm_thriller",true,2,4,980431,"Avatar Aang: The Last Airbender",1.0000,OVERVIEW_ONLY,false,true,89.321
"control","p014:warm_thriller","p014","adventurous","warm_thriller",true,2,5,1491920,"Kung Fu Soccer",1.0000,GENRE_ONLY,true,true,89.321
"control","p014:warm_thriller","p014","adventurous","warm_thriller",true,3,1,1108427,"Moana",1.0000,OVERVIEW_ONLY,true,true,84.002
"control","p014:warm_thriller","p014","adventurous","warm_thriller",true,3,2,1175942,"The Bad Guys 2",1.0000,GENRE_ONLY,false,true,84.002
"control","p014:warm_thriller","p014","adventurous","warm_thriller",true,3,3,803796,"KPop Demon Hunters",1.0000,GENRE_ONLY,false,true,84.002
"control","p014:warm_thriller","p014","adventurous","warm_thriller",true,3,4,1007757,"Swapped",1.0000,OVERVIEW_ONLY,false,true,84.002
"control","p014:warm_thriller","p014","adventurous","warm_thriller",true,3,5,1315772,"Minions & Monsters",1.0000,GENRE_ONLY,false,true,84.002
"control","p014:warm_thriller","p014","adventurous","warm_thriller",true,4,1,1168190,"The Wrecking Crew",1.0000,GENRE_ONLY,true,true,72.185
"control","p014:warm_thriller","p014","adventurous","warm_thriller",true,4,2,635302,"Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train",1.0000,GENRE_ONLY,true,true,72.185
"control","p014:warm_thriller","p014","adventurous","warm_thriller",true,4,3,436969,"The Suicide Squad",1.0000,GENRE_ONLY,true,true,72.185
"control","p014:warm_thriller","p014","adventurous","warm_thriller",true,4,4,1084244,"Toy Story 5",1.0000,GENRE_ONLY,false,true,72.185
"control","p014:warm_thriller","p014","adventurous","warm_thriller",true,4,5,1315772,"Minions & Monsters",1.0000,GENRE_ONLY,false,true,72.185
"control","p014:warm_thriller","p014","adventurous","warm_thriller",true,5,1,1168190,"The Wrecking Crew",1.0000,GENRE_ONLY,true,true,72.534
"control","p014:warm_thriller","p014","adventurous","warm_thriller",true,5,2,1084242,"Zootopia 2",1.0000,GENRE_ONLY,true,true,72.534
"control","p014:warm_thriller","p014","adventurous","warm_thriller",true,5,3,980431,"Avatar Aang: The Last Airbender",1.0000,OVERVIEW_ONLY,false,true,72.534
"control","p014:warm_thriller","p014","adventurous","warm_thriller",true,5,4,1315772,"Minions & Monsters",1.0000,GENRE_ONLY,false,true,72.534
"control","p014:warm_thriller","p014","adventurous","warm_thriller",true,5,5,1007757,"Swapped",1.0000,OVERVIEW_ONLY,false,true,72.534
"control","p014:warm_thriller","p014","adventurous","warm_thriller",true,6,1,1108427,"Moana",1.0000,OVERVIEW_ONLY,true,true,68.911
"control","p014:warm_thriller","p014","adventurous","warm_thriller",true,6,2,980431,"Avatar Aang: The Last Airbender",1.0000,OVERVIEW_ONLY,false,true,68.911
"control","p014:warm_thriller","p014","adventurous","warm_thriller",true,6,3,436969,"The Suicide Squad",1.0000,GENRE_ONLY,true,true,68.911
"control","p014:warm_thriller","p014","adventurous","warm_thriller",true,6,4,1184918,"The Wild Robot",1.0000,GENRE_ONLY,false,true,68.911
"control","p014:warm_thriller","p014","adventurous","warm_thriller",true,6,5,1491920,"Kung Fu Soccer",1.0000,GENRE_ONLY,true,true,68.911
"control","p014:warm_thriller","p014","adventurous","warm_thriller",true,7,1,1168190,"The Wrecking Crew",1.0000,GENRE_ONLY,true,true,75.236
"control","p014:warm_thriller","p014","adventurous","warm_thriller",true,7,2,1084242,"Zootopia 2",1.0000,GENRE_ONLY,true,true,75.236
"control","p014:warm_thriller","p014","adventurous","warm_thriller",true,7,3,533535,"Deadpool & Wolverine",1.0000,GENRE_ONLY,true,true,75.236
"control","p014:warm_thriller","p014","adventurous","warm_thriller",true,7,4,1084244,"Toy Story 5",1.0000,GENRE_ONLY,false,true,75.236
"control","p014:warm_thriller","p014","adventurous","warm_thriller",true,7,5,1315772,"Minions & Monsters",1.0000,GENRE_ONLY,false,true,75.236
"control","p014:warm_thriller","p014","adventurous","warm_thriller",true,8,1,980431,"Avatar Aang: The Last Airbender",1.0000,OVERVIEW_ONLY,false,true,81.201
"control","p014:warm_thriller","p014","adventurous","warm_thriller",true,8,2,1175942,"The Bad Guys 2",1.0000,GENRE_ONLY,false,true,81.201
"control","p014:warm_thriller","p014","adventurous","warm_thriller",true,8,3,569094,"Spider-Man: Across the Spider-Verse",1.0000,GENRE_ONLY,false,true,81.201
"control","p014:warm_thriller","p014","adventurous","warm_thriller",true,8,4,1226863,"The Super Mario Galaxy Movie",1.0000,GENRE_ONLY,false,true,81.201
"control","p014:warm_thriller","p014","adventurous","warm_thriller",true,8,5,1218925,"Chainsaw Man - The Movie: Reze Arc",1.0000,GENRE_ONLY,false,true,81.201
"control","p014:warm_thriller","p014","adventurous","warm_thriller",true,9,1,1168190,"The Wrecking Crew",1.0000,GENRE_ONLY,true,true,76.174
"control","p014:warm_thriller","p014","adventurous","warm_thriller",true,9,2,1084242,"Zootopia 2",1.0000,GENRE_ONLY,true,true,76.174
"control","p014:warm_thriller","p014","adventurous","warm_thriller",true,9,3,1108427,"Moana",1.0000,OVERVIEW_ONLY,true,true,76.174
"control","p014:warm_thriller","p014","adventurous","warm_thriller",true,9,4,533535,"Deadpool & Wolverine",1.0000,GENRE_ONLY,true,true,76.174
"control","p014:warm_thriller","p014","adventurous","warm_thriller",true,9,5,980431,"Avatar Aang: The Last Airbender",1.0000,OVERVIEW_ONLY,false,true,76.174
"control","p014:warm_comfort","p014","adventurous","warm_comfort",true,0,1,1084242,"Zootopia 2",1.0000,GENRE_ONLY,true,true,90.010
"control","p014:warm_comfort","p014","adventurous","warm_comfort",true,0,2,533535,"Deadpool & Wolverine",1.0000,GENRE_ONLY,true,true,90.010
"control","p014:warm_comfort","p014","adventurous","warm_comfort",true,0,3,436969,"The Suicide Squad",1.0000,GENRE_ONLY,true,true,90.010
"control","p014:warm_comfort","p014","adventurous","warm_comfort",true,0,4,552524,"Lilo & Stitch",1.0000,GENRE_ONLY,true,true,90.010
"control","p014:warm_comfort","p014","adventurous","warm_comfort",true,0,5,799583,"The Ministry of Ungentlemanly Warfare",1.0000,GENRE_ONLY,true,true,90.010
"control","p014:warm_comfort","p014","adventurous","warm_comfort",true,1,1,1084242,"Zootopia 2",1.0000,GENRE_ONLY,true,true,68.806
"control","p014:warm_comfort","p014","adventurous","warm_comfort",true,1,2,1108427,"Moana",1.0000,OVERVIEW_ONLY,true,true,68.806
"control","p014:warm_comfort","p014","adventurous","warm_comfort",true,1,3,436969,"The Suicide Squad",1.0000,GENRE_ONLY,true,true,68.806
"control","p014:warm_comfort","p014","adventurous","warm_comfort",true,1,4,1167307,"David",1.0000,OVERVIEW_ONLY,true,true,68.806
"control","p014:warm_comfort","p014","adventurous","warm_comfort",true,1,5,1119449,"Good Luck, Have Fun, Don't Die",1.0000,OVERVIEW_ONLY,true,true,68.806
"control","p014:warm_comfort","p014","adventurous","warm_comfort",true,2,1,1084242,"Zootopia 2",1.0000,GENRE_ONLY,true,true,76.941
"control","p014:warm_comfort","p014","adventurous","warm_comfort",true,2,2,1108427,"Moana",1.0000,OVERVIEW_ONLY,true,true,76.941
"control","p014:warm_comfort","p014","adventurous","warm_comfort",true,2,3,980431,"Avatar Aang: The Last Airbender",1.0000,OVERVIEW_ONLY,false,true,76.941
"control","p014:warm_comfort","p014","adventurous","warm_comfort",true,2,4,762509,"Mufasa: The Lion King",1.0000,OVERVIEW_ONLY,true,true,76.941
"control","p014:warm_comfort","p014","adventurous","warm_comfort",true,2,5,1315772,"Minions & Monsters",1.0000,GENRE_ONLY,false,true,76.941
"control","p014:warm_comfort","p014","adventurous","warm_comfort",true,3,1,762509,"Mufasa: The Lion King",1.0000,OVERVIEW_ONLY,true,true,87.809
"control","p014:warm_comfort","p014","adventurous","warm_comfort",true,3,2,980431,"Avatar Aang: The Last Airbender",1.0000,OVERVIEW_ONLY,false,true,87.809
"control","p014:warm_comfort","p014","adventurous","warm_comfort",true,3,3,1168190,"The Wrecking Crew",1.0000,GENRE_ONLY,true,true,87.809
"control","p014:warm_comfort","p014","adventurous","warm_comfort",true,3,4,1491920,"Kung Fu Soccer",1.0000,GENRE_ONLY,true,true,87.809
"control","p014:warm_comfort","p014","adventurous","warm_comfort",true,3,5,569094,"Spider-Man: Across the Spider-Verse",1.0000,GENRE_ONLY,false,true,87.809
"control","p014:warm_comfort","p014","adventurous","warm_comfort",true,4,1,1084242,"Zootopia 2",1.0000,GENRE_ONLY,true,true,94.928
"control","p014:warm_comfort","p014","adventurous","warm_comfort",true,4,2,533535,"Deadpool & Wolverine",1.0000,GENRE_ONLY,true,true,94.928
"control","p014:warm_comfort","p014","adventurous","warm_comfort",true,4,3,1084244,"Toy Story 5",1.0000,GENRE_ONLY,false,true,94.928
"control","p014:warm_comfort","p014","adventurous","warm_comfort",true,4,4,1168190,"The Wrecking Crew",1.0000,GENRE_ONLY,true,true,94.928
"control","p014:warm_comfort","p014","adventurous","warm_comfort",true,4,5,1007757,"Swapped",1.0000,OVERVIEW_ONLY,false,true,94.928
"control","p014:warm_comfort","p014","adventurous","warm_comfort",true,5,1,1084242,"Zootopia 2",1.0000,GENRE_ONLY,true,true,70.602
"control","p014:warm_comfort","p014","adventurous","warm_comfort",true,5,2,980431,"Avatar Aang: The Last Airbender",1.0000,OVERVIEW_ONLY,false,true,70.602
"control","p014:warm_comfort","p014","adventurous","warm_comfort",true,5,3,1084244,"Toy Story 5",1.0000,GENRE_ONLY,false,true,70.602
"control","p014:warm_comfort","p014","adventurous","warm_comfort",true,5,4,1315772,"Minions & Monsters",1.0000,GENRE_ONLY,false,true,70.602
"control","p014:warm_comfort","p014","adventurous","warm_comfort",true,5,5,1007757,"Swapped",1.0000,OVERVIEW_ONLY,false,true,70.602
"control","p014:warm_comfort","p014","adventurous","warm_comfort",true,6,1,1084242,"Zootopia 2",1.0000,GENRE_ONLY,true,true,72.435
"control","p014:warm_comfort","p014","adventurous","warm_comfort",true,6,2,1108427,"Moana",1.0000,OVERVIEW_ONLY,true,true,72.435
"control","p014:warm_comfort","p014","adventurous","warm_comfort",true,6,3,436969,"The Suicide Squad",1.0000,GENRE_ONLY,true,true,72.435
"control","p014:warm_comfort","p014","adventurous","warm_comfort",true,6,4,1084244,"Toy Story 5",1.0000,GENRE_ONLY,false,true,72.435
"control","p014:warm_comfort","p014","adventurous","warm_comfort",true,6,5,1007757,"Swapped",1.0000,OVERVIEW_ONLY,false,true,72.435
"control","p014:warm_comfort","p014","adventurous","warm_comfort",true,7,1,1108427,"Moana",1.0000,OVERVIEW_ONLY,true,true,81.304
"control","p014:warm_comfort","p014","adventurous","warm_comfort",true,7,2,980431,"Avatar Aang: The Last Airbender",1.0000,OVERVIEW_ONLY,false,true,81.304
"control","p014:warm_comfort","p014","adventurous","warm_comfort",true,7,3,533535,"Deadpool & Wolverine",1.0000,GENRE_ONLY,true,true,81.304
"control","p014:warm_comfort","p014","adventurous","warm_comfort",true,7,4,1084244,"Toy Story 5",1.0000,GENRE_ONLY,false,true,81.304
"control","p014:warm_comfort","p014","adventurous","warm_comfort",true,7,5,1315772,"Minions & Monsters",1.0000,GENRE_ONLY,false,true,81.304
"control","p014:warm_comfort","p014","adventurous","warm_comfort",true,8,1,1084242,"Zootopia 2",1.0000,GENRE_ONLY,true,true,93.460
"control","p014:warm_comfort","p014","adventurous","warm_comfort",true,8,2,1108427,"Moana",1.0000,OVERVIEW_ONLY,true,true,93.460
"control","p014:warm_comfort","p014","adventurous","warm_comfort",true,8,3,533535,"Deadpool & Wolverine",1.0000,GENRE_ONLY,true,true,93.460
"control","p014:warm_comfort","p014","adventurous","warm_comfort",true,8,4,939243,"Sonic the Hedgehog 3",1.0000,GENRE_ONLY,true,true,93.460
"control","p014:warm_comfort","p014","adventurous","warm_comfort",true,8,5,616037,"Thor: Love and Thunder",1.0000,GENRE_ONLY,true,true,93.460
"control","p014:warm_comfort","p014","adventurous","warm_comfort",true,9,1,552524,"Lilo & Stitch",1.0000,GENRE_ONLY,true,true,79.983
"control","p014:warm_comfort","p014","adventurous","warm_comfort",true,9,2,635302,"Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train",1.0000,GENRE_ONLY,true,true,79.983
"control","p014:warm_comfort","p014","adventurous","warm_comfort",true,9,3,980431,"Avatar Aang: The Last Airbender",1.0000,OVERVIEW_ONLY,false,true,79.983
"control","p014:warm_comfort","p014","adventurous","warm_comfort",true,9,4,1168190,"The Wrecking Crew",1.0000,GENRE_ONLY,true,true,79.983
"control","p014:warm_comfort","p014","adventurous","warm_comfort",true,9,5,1315772,"Minions & Monsters",1.0000,GENRE_ONLY,false,true,79.983
"control","p014:warm_cerebral","p014","adventurous","warm_cerebral",true,0,1,533535,"Deadpool & Wolverine",1.0000,GENRE_ONLY,true,true,92.549
"control","p014:warm_cerebral","p014","adventurous","warm_cerebral",true,0,2,1084242,"Zootopia 2",1.0000,GENRE_ONLY,true,true,92.549
"control","p014:warm_cerebral","p014","adventurous","warm_cerebral",true,0,3,569094,"Spider-Man: Across the Spider-Verse",1.0000,GENRE_ONLY,false,true,92.549
"control","p014:warm_cerebral","p014","adventurous","warm_cerebral",true,0,4,939243,"Sonic the Hedgehog 3",1.0000,GENRE_ONLY,true,true,92.549
"control","p014:warm_cerebral","p014","adventurous","warm_cerebral",true,0,5,1184918,"The Wild Robot",1.0000,GENRE_ONLY,false,true,92.549
"control","p014:warm_cerebral","p014","adventurous","warm_cerebral",true,1,1,1491920,"Kung Fu Soccer",1.0000,GENRE_ONLY,true,true,68.130
"control","p014:warm_cerebral","p014","adventurous","warm_cerebral",true,1,2,1375646,"Colony",0.5000,GENRE_ONLY,true,true,68.130
"control","p014:warm_cerebral","p014","adventurous","warm_cerebral",true,1,3,936075,"Michael",0.5000,OVERVIEW_ONLY,true,true,68.130
"control","p014:warm_cerebral","p014","adventurous","warm_cerebral",true,1,4,361743,"Top Gun: Maverick",0.5000,GENRE_ONLY,true,true,68.130
"control","p014:warm_cerebral","p014","adventurous","warm_cerebral",true,1,5,1083381,"Backrooms",0.5000,GENRE_ONLY,true,true,68.130
"control","p014:warm_cerebral","p014","adventurous","warm_cerebral",true,2,1,569094,"Spider-Man: Across the Spider-Verse",1.0000,GENRE_ONLY,false,true,71.870
"control","p014:warm_cerebral","p014","adventurous","warm_cerebral",true,2,2,635302,"Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train",1.0000,GENRE_ONLY,true,true,71.870
"control","p014:warm_cerebral","p014","adventurous","warm_cerebral",true,2,3,1327819,"Hoppers",1.0000,GENRE_ONLY,false,true,71.870
"control","p014:warm_cerebral","p014","adventurous","warm_cerebral",true,2,4,1007757,"Swapped",1.0000,OVERVIEW_ONLY,false,true,71.870
"control","p014:warm_cerebral","p014","adventurous","warm_cerebral",true,2,5,1184918,"The Wild Robot",1.0000,GENRE_ONLY,false,true,71.870
"control","p014:warm_cerebral","p014","adventurous","warm_cerebral",true,3,1,569094,"Spider-Man: Across the Spider-Verse",1.0000,GENRE_ONLY,false,true,74.957
"control","p014:warm_cerebral","p014","adventurous","warm_cerebral",true,3,2,933260,"The Substance",1.0000,KEYWORD_BACKED,false,true,74.957
"control","p014:warm_cerebral","p014","adventurous","warm_cerebral",true,3,3,616037,"Thor: Love and Thunder",1.0000,GENRE_ONLY,true,true,74.957
"control","p014:warm_cerebral","p014","adventurous","warm_cerebral",true,3,4,1007757,"Swapped",1.0000,OVERVIEW_ONLY,false,true,74.957
"control","p014:warm_cerebral","p014","adventurous","warm_cerebral",true,3,5,1218925,"Chainsaw Man - The Movie: Reze Arc",1.0000,GENRE_ONLY,false,true,74.957
"control","p014:warm_cerebral","p014","adventurous","warm_cerebral",true,4,1,569094,"Spider-Man: Across the Spider-Verse",1.0000,GENRE_ONLY,false,true,77.261
"control","p014:warm_cerebral","p014","adventurous","warm_cerebral",true,4,2,436969,"The Suicide Squad",1.0000,GENRE_ONLY,true,true,77.261
"control","p014:warm_cerebral","p014","adventurous","warm_cerebral",true,4,3,1327819,"Hoppers",1.0000,GENRE_ONLY,false,true,77.261
"control","p014:warm_cerebral","p014","adventurous","warm_cerebral",true,4,4,803796,"KPop Demon Hunters",1.0000,GENRE_ONLY,false,true,77.261
"control","p014:warm_cerebral","p014","adventurous","warm_cerebral",true,4,5,1184918,"The Wild Robot",1.0000,GENRE_ONLY,false,true,77.261
"control","p014:warm_cerebral","p014","adventurous","warm_cerebral",true,5,1,1491920,"Kung Fu Soccer",1.0000,GENRE_ONLY,true,true,71.269
"control","p014:warm_cerebral","p014","adventurous","warm_cerebral",true,5,2,569094,"Spider-Man: Across the Spider-Verse",1.0000,GENRE_ONLY,false,true,71.269
"control","p014:warm_cerebral","p014","adventurous","warm_cerebral",true,5,3,1184918,"The Wild Robot",1.0000,GENRE_ONLY,false,true,71.269
"control","p014:warm_cerebral","p014","adventurous","warm_cerebral",true,5,4,1327819,"Hoppers",1.0000,GENRE_ONLY,false,true,71.269
"control","p014:warm_cerebral","p014","adventurous","warm_cerebral",true,5,5,980431,"Avatar Aang: The Last Airbender",1.0000,OVERVIEW_ONLY,false,true,71.269
"control","p014:warm_cerebral","p014","adventurous","warm_cerebral",true,6,1,533535,"Deadpool & Wolverine",1.0000,GENRE_ONLY,true,true,72.562
"control","p014:warm_cerebral","p014","adventurous","warm_cerebral",true,6,2,1491920,"Kung Fu Soccer",1.0000,GENRE_ONLY,true,true,72.562
"control","p014:warm_cerebral","p014","adventurous","warm_cerebral",true,6,3,569094,"Spider-Man: Across the Spider-Verse",1.0000,GENRE_ONLY,false,true,72.562
"control","p014:warm_cerebral","p014","adventurous","warm_cerebral",true,6,4,980431,"Avatar Aang: The Last Airbender",1.0000,OVERVIEW_ONLY,false,true,72.562
"control","p014:warm_cerebral","p014","adventurous","warm_cerebral",true,6,5,436969,"The Suicide Squad",1.0000,GENRE_ONLY,true,true,72.562
"control","p014:warm_cerebral","p014","adventurous","warm_cerebral",true,7,1,533535,"Deadpool & Wolverine",1.0000,GENRE_ONLY,true,true,70.391
"control","p014:warm_cerebral","p014","adventurous","warm_cerebral",true,7,2,1491920,"Kung Fu Soccer",1.0000,GENRE_ONLY,true,true,70.391
"control","p014:warm_cerebral","p014","adventurous","warm_cerebral",true,7,3,1184918,"The Wild Robot",1.0000,GENRE_ONLY,false,true,70.391
"control","p014:warm_cerebral","p014","adventurous","warm_cerebral",true,7,4,1327819,"Hoppers",1.0000,GENRE_ONLY,false,true,70.391
"control","p014:warm_cerebral","p014","adventurous","warm_cerebral",true,7,5,980431,"Avatar Aang: The Last Airbender",1.0000,OVERVIEW_ONLY,false,true,70.391
"control","p014:warm_cerebral","p014","adventurous","warm_cerebral",true,8,1,1184918,"The Wild Robot",1.0000,GENRE_ONLY,false,true,67.178
"control","p014:warm_cerebral","p014","adventurous","warm_cerebral",true,8,2,1168190,"The Wrecking Crew",1.0000,GENRE_ONLY,true,true,67.178
"control","p014:warm_cerebral","p014","adventurous","warm_cerebral",true,8,3,980431,"Avatar Aang: The Last Airbender",1.0000,OVERVIEW_ONLY,false,true,67.178
"control","p014:warm_cerebral","p014","adventurous","warm_cerebral",true,8,4,1315772,"Minions & Monsters",1.0000,GENRE_ONLY,false,true,67.178
"control","p014:warm_cerebral","p014","adventurous","warm_cerebral",true,8,5,1612018,"Jackass: Best and Last",1.0000,GENRE_ONLY,false,true,67.178
"control","p014:warm_cerebral","p014","adventurous","warm_cerebral",true,9,1,533535,"Deadpool & Wolverine",1.0000,GENRE_ONLY,true,true,75.299
"control","p014:warm_cerebral","p014","adventurous","warm_cerebral",true,9,2,569094,"Spider-Man: Across the Spider-Verse",1.0000,GENRE_ONLY,false,true,75.299
"control","p014:warm_cerebral","p014","adventurous","warm_cerebral",true,9,3,1184918,"The Wild Robot",1.0000,GENRE_ONLY,false,true,75.299
"control","p014:warm_cerebral","p014","adventurous","warm_cerebral",true,9,4,1327819,"Hoppers",1.0000,GENRE_ONLY,false,true,75.299
"control","p014:warm_cerebral","p014","adventurous","warm_cerebral",true,9,5,508442,"Soul",1.0000,GENRE_ONLY,false,true,75.299
"control","p016:cold_general","p016","hopeful","cold_general",false,0,1,255709,"Hope",1.0000,KEYWORD_BACKED,true,true,48.018
"control","p016:cold_general","p016","hopeful","cold_general",false,0,2,1301421,"The Sheep Detectives",0.5000,KEYWORD_BACKED,true,true,48.018
"control","p016:cold_general","p016","hopeful","cold_general",false,0,3,936075,"Michael",0.5000,KEYWORD_BACKED,true,true,48.018
"control","p016:cold_general","p016","hopeful","cold_general",false,0,4,1127384,"Deep Water",0.5000,OVERVIEW_ONLY,true,true,48.018
