variant,cluster_id,prompt_id,primary_mood,persona_id,warm,rotation,rank,tmdb_id,title,mood_coverage,evidence_source,runtime_satisfied,era_satisfied,duration_ms
"control","p008:warm_cerebral","p008","tense","warm_cerebral",true,7,3,101307,"Rage",0.5000,GENRE_ONLY,true,true,24.725
"control","p008:warm_cerebral","p008","tense","warm_cerebral",true,7,4,1387382,"Hunting Season",0.5000,GENRE_ONLY,true,true,24.725
"control","p008:warm_cerebral","p008","tense","warm_cerebral",true,7,5,1613798,"Vengeance",0.5000,GENRE_ONLY,true,true,24.725
"control","p008:warm_cerebral","p008","tense","warm_cerebral",true,8,1,840464,"Greenland 2: Migration",0.5000,GENRE_ONLY,true,true,26.164
"control","p008:warm_cerebral","p008","tense","warm_cerebral",true,8,2,1480387,"undertone",0.5000,GENRE_ONLY,true,true,26.164
"control","p008:warm_cerebral","p008","tense","warm_cerebral",true,8,3,1084577,"Balls Up",0.5000,GENRE_ONLY,true,true,26.164
"control","p008:warm_cerebral","p008","tense","warm_cerebral",true,8,4,1196067,"Worldbreaker",0.5000,OVERVIEW_ONLY,true,true,26.164
"control","p008:warm_cerebral","p008","tense","warm_cerebral",true,8,5,1290417,"Thrash",0.5000,GENRE_ONLY,true,true,26.164
"control","p008:warm_cerebral","p008","tense","warm_cerebral",true,9,1,1066313,"The Draft!",0.5000,OVERVIEW_ONLY,true,true,30.154
"control","p008:warm_cerebral","p008","tense","warm_cerebral",true,9,2,862739,"The Virgin of the Quarry Lake",0.5000,GENRE_ONLY,true,true,30.154
"control","p008:warm_cerebral","p008","tense","warm_cerebral",true,9,3,13012,"Felon",0.5000,GENRE_ONLY,true,true,30.154
"control","p008:warm_cerebral","p008","tense","warm_cerebral",true,9,4,1613798,"Vengeance",0.5000,GENRE_ONLY,true,true,30.154
"control","p008:warm_cerebral","p008","tense","warm_cerebral",true,9,5,1084577,"Balls Up",0.5000,GENRE_ONLY,true,true,30.154
"control","p011:warm_thriller","p011","eerie","warm_thriller",true,0,1,218,"The Terminator",0.5000,GENRE_ONLY,true,true,26.756
"control","p011:warm_thriller","p011","eerie","warm_thriller",true,2,1,218,"The Terminator",0.5000,GENRE_ONLY,true,true,27.867
"control","p011:warm_thriller","p011","eerie","warm_thriller",true,2,2,11851,"The Presidio",0.5000,GENRE_ONLY,false,true,27.867
"control","p011:warm_thriller","p011","eerie","warm_thriller",true,3,1,11851,"The Presidio",0.5000,GENRE_ONLY,false,true,30.013
"control","p011:warm_thriller","p011","eerie","warm_thriller",true,4,1,11851,"The Presidio",0.5000,GENRE_ONLY,false,true,32.899
"control","p011:warm_thriller","p011","eerie","warm_thriller",true,5,1,218,"The Terminator",0.5000,GENRE_ONLY,true,true,36.062
"control","p011:warm_thriller","p011","eerie","warm_thriller",true,7,1,218,"The Terminator",0.5000,GENRE_ONLY,true,true,32.976
"control","p011:warm_thriller","p011","eerie","warm_thriller",true,9,1,218,"The Terminator",0.5000,GENRE_ONLY,true,true,33.429
"control","p011:warm_thriller","p011","eerie","warm_thriller",true,9,2,11851,"The Presidio",0.5000,GENRE_ONLY,false,true,33.429
"control","p011:warm_comfort","p011","eerie","warm_comfort",true,0,1,218,"The Terminator",0.5000,GENRE_ONLY,true,true,29.876
"control","p011:warm_cerebral","p011","eerie","warm_cerebral",true,4,1,218,"The Terminator",0.5000,GENRE_ONLY,true,true,23.936
"control","p011:warm_cerebral","p011","eerie","warm_cerebral",true,5,1,218,"The Terminator",0.5000,GENRE_ONLY,true,true,25.035
"control","p013:cold_general","p013","bittersweet","cold_general",false,0,1,1156594,"Our Fault",0.5000,OVERVIEW_ONLY,false,true,17.044
"control","p013:cold_general","p013","bittersweet","cold_general",false,1,1,38,"Eternal Sunshine of the Spotless Mind",0.5000,OVERVIEW_ONLY,false,true,15.703
"control","p013:cold_general","p013","bittersweet","cold_general",false,2,1,1156594,"Our Fault",0.5000,OVERVIEW_ONLY,false,true,17.601
"control","p013:cold_general","p013","bittersweet","cold_general",false,4,1,14836,"Coraline",0.5000,OVERVIEW_ONLY,true,true,22.119
"control","p013:cold_general","p013","bittersweet","cold_general",false,4,2,1156594,"Our Fault",0.5000,OVERVIEW_ONLY,false,true,22.119
"control","p013:cold_general","p013","bittersweet","cold_general",false,4,3,38,"Eternal Sunshine of the Spotless Mind",0.5000,OVERVIEW_ONLY,false,true,22.119
"control","p013:cold_general","p013","bittersweet","cold_general",false,5,1,1276704,"53 Sundays",0.5000,OVERVIEW_ONLY,true,true,21.693
"control","p013:cold_general","p013","bittersweet","cold_general",false,5,2,14836,"Coraline",0.5000,OVERVIEW_ONLY,true,true,21.693
"control","p013:cold_general","p013","bittersweet","cold_general",false,7,1,1276704,"53 Sundays",0.5000,OVERVIEW_ONLY,true,true,23.289
"control","p013:cold_general","p013","bittersweet","cold_general",false,7,2,1156594,"Our Fault",0.5000,OVERVIEW_ONLY,false,true,23.289
"control","p013:cold_general","p013","bittersweet","cold_general",false,8,1,1276704,"53 Sundays",0.5000,OVERVIEW_ONLY,true,true,23.108
"control","p013:cold_general","p013","bittersweet","cold_general",false,9,1,1156594,"Our Fault",0.5000,OVERVIEW_ONLY,false,true,22.492
"control","p013:warm_thriller","p013","bittersweet","warm_thriller",true,0,1,1276704,"53 Sundays",0.5000,OVERVIEW_ONLY,true,true,29.768
"control","p013:warm_thriller","p013","bittersweet","warm_thriller",true,0,2,38,"Eternal Sunshine of the Spotless Mind",0.5000,OVERVIEW_ONLY,false,true,29.768
"control","p013:warm_thriller","p013","bittersweet","warm_thriller",true,0,3,1156594,"Our Fault",0.5000,OVERVIEW_ONLY,false,true,29.768
"control","p013:warm_thriller","p013","bittersweet","warm_thriller",true,1,1,1276704,"53 Sundays",0.5000,OVERVIEW_ONLY,true,true,29.744
"control","p013:warm_thriller","p013","bittersweet","warm_thriller",true,1,2,1156594,"Our Fault",0.5000,OVERVIEW_ONLY,false,true,29.744
"control","p013:warm_thriller","p013","bittersweet","warm_thriller",true,2,1,1276704,"53 Sundays",0.5000,OVERVIEW_ONLY,true,true,30.419
"control","p013:warm_thriller","p013","bittersweet","warm_thriller",true,2,2,1156594,"Our Fault",0.5000,OVERVIEW_ONLY,false,true,30.419
"control","p013:warm_thriller","p013","bittersweet","warm_thriller",true,3,1,1156594,"Our Fault",0.5000,OVERVIEW_ONLY,false,true,28.017
"control","p013:warm_thriller","p013","bittersweet","warm_thriller",true,4,1,1276704,"53 Sundays",0.5000,OVERVIEW_ONLY,true,true,31.044
"control","p013:warm_thriller","p013","bittersweet","warm_thriller",true,5,1,1156594,"Our Fault",0.5000,OVERVIEW_ONLY,false,true,34.687
"control","p013:warm_thriller","p013","bittersweet","warm_thriller",true,7,1,1156594,"Our Fault",0.5000,OVERVIEW_ONLY,false,true,32.609
"control","p013:warm_thriller","p013","bittersweet","warm_thriller",true,8,1,1601243,"Oscar Shaw",0.5000,OVERVIEW_ONLY,true,true,28.076
"control","p013:warm_thriller","p013","bittersweet","warm_thriller",true,8,2,1276704,"53 Sundays",0.5000,OVERVIEW_ONLY,true,true,28.076
"control","p013:warm_thriller","p013","bittersweet","warm_thriller",true,8,3,14836,"Coraline",0.5000,OVERVIEW_ONLY,true,true,28.076
"control","p013:warm_thriller","p013","bittersweet","warm_thriller",true,8,4,1156594,"Our Fault",0.5000,OVERVIEW_ONLY,false,true,28.076
"control","p013:warm_thriller","p013","bittersweet","warm_thriller",true,9,1,1156594,"Our Fault",0.5000,OVERVIEW_ONLY,false,true,24.864
"control","p013:warm_comfort","p013","bittersweet","warm_comfort",true,0,1,38,"Eternal Sunshine of the Spotless Mind",0.5000,OVERVIEW_ONLY,false,true,24.793
"control","p013:warm_comfort","p013","bittersweet","warm_comfort",true,1,1,1156594,"Our Fault",0.5000,OVERVIEW_ONLY,false,true,23.703
"control","p013:warm_comfort","p013","bittersweet","warm_comfort",true,2,1,1276704,"53 Sundays",0.5000,OVERVIEW_ONLY,true,true,28.624
"control","p013:warm_comfort","p013","bittersweet","warm_comfort",true,3,1,14836,"Coraline",0.5000,OVERVIEW_ONLY,true,true,32.567
"control","p013:warm_comfort","p013","bittersweet","warm_comfort",true,3,2,38,"Eternal Sunshine of the Spotless Mind",0.5000,OVERVIEW_ONLY,false,true,32.567
"control","p013:warm_comfort","p013","bittersweet","warm_comfort",true,4,1,14836,"Coraline",0.5000,OVERVIEW_ONLY,true,true,29.540
"control","p013:warm_comfort","p013","bittersweet","warm_comfort",true,4,2,1276704,"53 Sundays",0.5000,OVERVIEW_ONLY,true,true,29.540
"control","p013:warm_comfort","p013","bittersweet","warm_comfort",true,4,3,1156594,"Our Fault",0.5000,OVERVIEW_ONLY,false,true,29.540
"control","p013:warm_comfort","p013","bittersweet","warm_comfort",true,4,4,38,"Eternal Sunshine of the Spotless Mind",0.5000,OVERVIEW_ONLY,false,true,29.540
"control","p013:warm_comfort","p013","bittersweet","warm_comfort",true,5,1,14836,"Coraline",0.5000,OVERVIEW_ONLY,true,true,25.487
"control","p013:warm_comfort","p013","bittersweet","warm_comfort",true,6,1,1156594,"Our Fault",0.5000,OVERVIEW_ONLY,false,true,25.287
"control","p013:warm_comfort","p013","bittersweet","warm_comfort",true,7,1,14836,"Coraline",0.5000,OVERVIEW_ONLY,true,true,22.972
"control","p013:warm_comfort","p013","bittersweet","warm_comfort",true,7,2,1276704,"53 Sundays",0.5000,OVERVIEW_ONLY,true,true,22.972
"control","p013:warm_comfort","p013","bittersweet","warm_comfort",true,7,3,1156594,"Our Fault",0.5000,OVERVIEW_ONLY,false,true,22.972
"control","p013:warm_comfort","p013","bittersweet","warm_comfort",true,8,1,1276704,"53 Sundays",0.5000,OVERVIEW_ONLY,true,true,22.108
"control","p013:warm_cerebral","p013","bittersweet","warm_cerebral",true,0,1,1276704,"53 Sundays",0.5000,OVERVIEW_ONLY,true,true,22.968
"control","p013:warm_cerebral","p013","bittersweet","warm_cerebral",true,1,1,1276704,"53 Sundays",0.5000,OVERVIEW_ONLY,true,true,23.206
"control","p013:warm_cerebral","p013","bittersweet","warm_cerebral",true,1,2,14836,"Coraline",0.5000,OVERVIEW_ONLY,true,true,23.206
"control","p013:warm_cerebral","p013","bittersweet","warm_cerebral",true,1,3,1156594,"Our Fault",0.5000,OVERVIEW_ONLY,false,true,23.206
"control","p013:warm_cerebral","p013","bittersweet","warm_cerebral",true,2,1,38,"Eternal Sunshine of the Spotless Mind",0.5000,OVERVIEW_ONLY,false,true,24.440
"control","p013:warm_cerebral","p013","bittersweet","warm_cerebral",true,3,1,1276704,"53 Sundays",0.5000,OVERVIEW_ONLY,true,true,25.096
"control","p013:warm_cerebral","p013","bittersweet","warm_cerebral",true,4,1,1276704,"53 Sundays",0.5000,OVERVIEW_ONLY,true,true,21.923
"control","p013:warm_cerebral","p013","bittersweet","warm_cerebral",true,5,1,38,"Eternal Sunshine of the Spotless Mind",0.5000,OVERVIEW_ONLY,false,true,21.511
"control","p013:warm_cerebral","p013","bittersweet","warm_cerebral",true,5,2,1156594,"Our Fault",0.5000,OVERVIEW_ONLY,false,true,21.511
"control","p013:warm_cerebral","p013","bittersweet","warm_cerebral",true,6,1,38,"Eternal Sunshine of the Spotless Mind",0.5000,OVERVIEW_ONLY,false,true,21.560
"control","p013:warm_cerebral","p013","bittersweet","warm_cerebral",true,7,1,1276704,"53 Sundays",0.5000,OVERVIEW_ONLY,true,true,25.118
"control","p013:warm_cerebral","p013","bittersweet","warm_cerebral",true,7,2,1156594,"Our Fault",0.5000,OVERVIEW_ONLY,false,true,25.118
"control","p013:warm_cerebral","p013","bittersweet","warm_cerebral",true,8,1,38,"Eternal Sunshine of the Spotless Mind",0.5000,OVERVIEW_ONLY,false,true,23.211
"control","p013:warm_cerebral","p013","bittersweet","warm_cerebral",true,8,2,1156594,"Our Fault",0.5000,OVERVIEW_ONLY,false,true,23.211
"control","p013:warm_cerebral","p013","bittersweet","warm_cerebral",true,9,1,1276704,"53 Sundays",0.5000,OVERVIEW_ONLY,true,true,23.113
"control","p013:warm_cerebral","p013","bittersweet","warm_cerebral",true,9,2,1156594,"Our Fault",0.5000,OVERVIEW_ONLY,false,true,23.113
"control","p014:cold_general","p014","adventurous","cold_general",false,0,1,1168190,"The Wrecking Crew",1.0000,GENRE_ONLY,true,true,19.904
"control","p014:cold_general","p014","adventurous","cold_general",false,0,2,346698,"Barbie",1.0000,GENRE_ONLY,true,true,19.904
"control","p014:cold_general","p014","adventurous","cold_general",false,0,3,1119449,"Good Luck, Have Fun, Don't Die",1.0000,OVERVIEW_ONLY,true,true,19.904
"control","p014:cold_general","p014","adventurous","cold_general",false,0,4,1327819,"Hoppers",1.0000,GENRE_ONLY,false,true,19.904
"control","p014:cold_general","p014","adventurous","cold_general",false,0,5,1084577,"Balls Up",1.0000,GENRE_ONLY,false,true,19.904
"control","p014:cold_general","p014","adventurous","cold_general",false,1,1,1084242,"Zootopia 2",1.0000,GENRE_ONLY,true,true,18.709
"control","p014:cold_general","p014","adventurous","cold_general",false,1,2,533535,"Deadpool & Wolverine",1.0000,GENRE_ONLY,true,true,18.709
"control","p014:cold_general","p014","adventurous","cold_general",false,1,3,1198994,"Send Help",0.5000,GENRE_ONLY,true,true,18.709
"control","p014:cold_general","p014","adventurous","cold_general",false,1,4,1290821,"Shelter",0.5000,GENRE_ONLY,true,true,18.709
"control","p014:cold_general","p014","adventurous","cold_general",false,1,5,1159831,"The Bride!",0.5000,GENRE_ONLY,true,true,18.709
"control","p014:cold_general","p014","adventurous","cold_general",false,2,1,1084242,"Zootopia 2",1.0000,GENRE_ONLY,true,true,20.797
"control","p014:cold_general","p014","adventurous","cold_general",false,2,2,1119449,"Good Luck, Have Fun, Don't Die",1.0000,OVERVIEW_ONLY,true,true,20.797
"control","p014:cold_general","p014","adventurous","cold_general",false,2,3,346698,"Barbie",1.0000,GENRE_ONLY,true,true,20.797
"control","p014:cold_general","p014","adventurous","cold_general",false,2,4,1327819,"Hoppers",1.0000,GENRE_ONLY,false,true,20.797
"control","p014:cold_general","p014","adventurous","cold_general",false,2,5,1226863,"The Super Mario Galaxy Movie",1.0000,GENRE_ONLY,false,true,20.797
"control","p014:cold_general","p014","adventurous","cold_general",false,3,1,1084242,"Zootopia 2",1.0000,GENRE_ONLY,true,true,20.130
"control","p014:cold_general","p014","adventurous","cold_general",false,3,2,1119449,"Good Luck, Have Fun, Don't Die",1.0000,OVERVIEW_ONLY,true,true,20.130
"control","p014:cold_general","p014","adventurous","cold_general",false,3,3,1167307,"David",1.0000,OVERVIEW_ONLY,true,true,20.130
"control","p014:cold_general","p014","adventurous","cold_general",false,3,4,1226863,"The Super Mario Galaxy Movie",1.0000,GENRE_ONLY,false,true,20.130
"control","p014:cold_general","p014","adventurous","cold_general",false,3,5,569094,"Spider-Man: Across the Spider-Verse",1.0000,GENRE_ONLY,false,true,20.130
"control","p014:cold_general","p014","adventurous","cold_general",false,4,1,1115544,"Mike & Nick & Nick & Alice",1.0000,GENRE_ONLY,true,true,20.068
"control","p014:cold_general","p014","adventurous","cold_general",false,4,2,1363123,"The Family Plan 2",1.0000,GENRE_ONLY,true,true,20.068
"control","p014:cold_general","p014","adventurous","cold_general",false,4,3,1327819,"Hoppers",1.0000,GENRE_ONLY,false,true,20.068
"control","p014:cold_general","p014","adventurous","cold_general",false,4,4,1084577,"Balls Up",1.0000,GENRE_ONLY,false,true,20.068
"control","p014:cold_general","p014","adventurous","cold_general",false,4,5,803796,"KPop Demon Hunters",1.0000,GENRE_ONLY,false,true,20.068
"control","p014:cold_general","p014","adventurous","cold_general",false,5,1,1115544,"Mike & Nick & Nick & Alice",1.0000,GENRE_ONLY,true,true,21.754
"control","p014:cold_general","p014","adventurous","cold_general",false,5,2,1327819,"Hoppers",1.0000,GENRE_ONLY,false,true,21.754
"control","p014:cold_general","p014","adventurous","cold_general",false,5,3,1218925,"Chainsaw Man - The Movie: Reze Arc",1.0000,GENRE_ONLY,false,true,21.754
"control","p014:cold_general","p014","adventurous","cold_general",false,5,4,803796,"KPop Demon Hunters",1.0000,GENRE_ONLY,false,true,21.754
"control","p014:cold_general","p014","adventurous","cold_general",false,5,5,1241982,"Moana 2",1.0000,GENRE_ONLY,false,true,21.754
"control","p014:cold_general","p014","adventurous","cold_general",false,6,1,1084242,"Zootopia 2",1.0000,GENRE_ONLY,true,true,24.998
"control","p014:cold_general","p014","adventurous","cold_general",false,6,2,346698,"Barbie",1.0000,GENRE_ONLY,true,true,24.998
"control","p014:cold_general","p014","adventurous","cold_general",false,6,3,1327819,"Hoppers",1.0000,GENRE_ONLY,false,true,24.998
"control","p014:cold_general","p014","adventurous","cold_general",false,6,4,1226863,"The Super Mario Galaxy Movie",1.0000,GENRE_ONLY,false,true,24.998
"control","p014:cold_general","p014","adventurous","cold_general",false,6,5,502356,"The Super Mario Bros. Movie",1.0000,OVERVIEW_ONLY,false,true,24.998
"control","p014:cold_general","p014","adventurous","cold_general",false,7,1,1119449,"Good Luck, Have Fun, Don't Die",1.0000,OVERVIEW_ONLY,true,true,21.450
"control","p014:cold_general","p014","adventurous","cold_general",false,7,2,1226863,"The Super Mario Galaxy Movie",1.0000,GENRE_ONLY,false,true,21.450
"control","p014:cold_general","p014","adventurous","cold_general",false,7,3,1084577,"Balls Up",1.0000,GENRE_ONLY,false,true,21.450
"control","p014:cold_general","p014","adventurous","cold_general",false,7,4,1363123,"The Family Plan 2",1.0000,GENRE_ONLY,true,true,21.450
"control","p014:cold_general","p014","adventurous","cold_general",false,7,5,533535,"Deadpool & Wolverine",1.0000,GENRE_ONLY,true,true,21.450
"control","p014:cold_general","p014","adventurous","cold_general",false,8,1,1168190,"The Wrecking Crew",1.0000,GENRE_ONLY,true,true,19.965
"control","p014:cold_general","p014","adventurous","cold_general",false,8,2,1327819,"Hoppers",1.0000,GENRE_ONLY,false,true,19.965
"control","p014:cold_general","p014","adventurous","cold_general",false,8,3,1084577,"Balls Up",1.0000,GENRE_ONLY,false,true,19.965
"control","p014:cold_general","p014","adventurous","cold_general",false,8,4,950387,"A Minecraft Movie",1.0000,OVERVIEW_ONLY,false,true,19.965
"control","p014:cold_general","p014","adventurous","cold_general",false,8,5,508947,"Turning Red",1.0000,GENRE_ONLY,false,true,19.965
"control","p014:cold_general","p014","adventurous","cold_general",false,9,1,1168190,"The Wrecking Crew",1.0000,GENRE_ONLY,true,true,21.605
"control","p014:cold_general","p014","adventurous","cold_general",false,9,2,346698,"Barbie",1.0000,GENRE_ONLY,true,true,21.605
"control","p014:cold_general","p014","adventurous","cold_general",false,9,3,1119449,"Good Luck, Have Fun, Don't Die",1.0000,OVERVIEW_ONLY,true,true,21.605
"control","p014:cold_general","p014","adventurous","cold_general",false,9,4,1084577,"Balls Up",1.0000,GENRE_ONLY,false,true,21.605
"control","p014:cold_general","p014","adventurous","cold_general",false,9,5,803796,"KPop Demon Hunters",1.0000,GENRE_ONLY,false,true,21.605
"control","p014:warm_thriller","p014","adventurous","warm_thriller",true,0,1,1168190,"The Wrecking Crew",1.0000,GENRE_ONLY,true,true,28.472
"control","p014:warm_thriller","p014","adventurous","warm_thriller",true,0,2,1084242,"Zootopia 2",1.0000,GENRE_ONLY,true,true,28.472
"control","p014:warm_thriller","p014","adventurous","warm_thriller",true,0,3,1115544,"Mike & Nick & Nick & Alice",1.0000,GENRE_ONLY,true,true,28.472
"control","p014:warm_thriller","p014","adventurous","warm_thriller",true,0,4,1119449,"Good Luck, Have Fun, Don't Die",1.0000,OVERVIEW_ONLY,true,true,28.472
"control","p014:warm_thriller","p014","adventurous","warm_thriller",true,0,5,533535,"Deadpool & Wolverine",1.0000,GENRE_ONLY,true,true,28.472
"control","p014:warm_thriller","p014","adventurous","warm_thriller",true,1,1,1168190,"The Wrecking Crew",1.0000,GENRE_ONLY,true,true,27.290
"control","p014:warm_thriller","p014","adventurous","warm_thriller",true,1,2,1084242,"Zootopia 2",1.0000,GENRE_ONLY,true,true,27.290
"control","p014:warm_thriller","p014","adventurous","warm_thriller",true,1,3,1115544,"Mike & Nick & Nick & Alice",1.0000,GENRE_ONLY,true,true,27.290
"control","p014:warm_thriller","p014","adventurous","warm_thriller",true,1,4,1167307,"David",1.0000,OVERVIEW_ONLY,true,true,27.290
"control","p014:warm_thriller","p014","adventurous","warm_thriller",true,1,5,1084577,"Balls Up",1.0000,GENRE_ONLY,false,true,27.290
"control","p014:warm_thriller","p014","adventurous","warm_thriller",true,2,1,1168190,"The Wrecking Crew",1.0000,GENRE_ONLY,true,true,30.519
"control","p014:warm_thriller","p014","adventurous","warm_thriller",true,2,2,1119449,"Good Luck, Have Fun, Don't Die",1.0000,OVERVIEW_ONLY,true,true,30.519
"control","p014:warm_thriller","p014","adventurous","warm_thriller",true,2,3,1167307,"David",1.0000,OVERVIEW_ONLY,true,true,30.519
"control","p014:warm_thriller","p014","adventurous","warm_thriller",true,2,4,1226863,"The Super Mario Galaxy Movie",1.0000,GENRE_ONLY,false,true,30.519
"control","p014:warm_thriller","p014","adventurous","warm_thriller",true,2,5,569094,"Spider-Man: Across the Spider-Verse",1.0000,GENRE_ONLY,false,true,30.519
"control","p014:warm_thriller","p014","adventurous","warm_thriller",true,3,1,1168190,"The Wrecking Crew",1.0000,GENRE_ONLY,true,true,31.862
"control","p014:warm_thriller","p014","adventurous","warm_thriller",true,3,2,1115544,"Mike & Nick & Nick & Alice",1.0000,GENRE_ONLY,true,true,31.862
"control","p014:warm_thriller","p014","adventurous","warm_thriller",true,3,3,533535,"Deadpool & Wolverine",1.0000,GENRE_ONLY,true,true,31.862
"control","p014:warm_thriller","p014","adventurous","warm_thriller",true,3,4,346698,"Barbie",1.0000,GENRE_ONLY,true,true,31.862
"control","p014:warm_thriller","p014","adventurous","warm_thriller",true,3,5,1167307,"David",1.0000,OVERVIEW_ONLY,true,true,31.862
"control","p014:warm_thriller","p014","adventurous","warm_thriller",true,4,1,1168190,"The Wrecking Crew",1.0000,GENRE_ONLY,true,true,31.959
"control","p014:warm_thriller","p014","adventurous","warm_thriller",true,4,2,1115544,"Mike & Nick & Nick & Alice",1.0000,GENRE_ONLY,true,true,31.959
"control","p014:warm_thriller","p014","adventurous","warm_thriller",true,4,3,1167307,"David",1.0000,OVERVIEW_ONLY,true,true,31.959
"control","p014:warm_thriller","p014","adventurous","warm_thriller",true,4,4,1226863,"The Super Mario Galaxy Movie",1.0000,GENRE_ONLY,false,true,31.959
"control","p014:warm_thriller","p014","adventurous","warm_thriller",true,4,5,1084577,"Balls Up",1.0000,GENRE_ONLY,false,true,31.959
"control","p014:warm_thriller","p014","adventurous","warm_thriller",true,5,1,1168190,"The Wrecking Crew",1.0000,GENRE_ONLY,true,true,28.290
"control","p014:warm_thriller","p014","adventurous","warm_thriller",true,5,2,1084242,"Zootopia 2",1.0000,GENRE_ONLY,true,true,28.290
"control","p014:warm_thriller","p014","adventurous","warm_thriller",true,5,3,1363123,"The Family Plan 2",1.0000,GENRE_ONLY,true,true,28.290
"control","p014:warm_thriller","p014","adventurous","warm_thriller",true,5,4,1226863,"The Super Mario Galaxy Movie",1.0000,GENRE_ONLY,false,true,28.290
"control","p014:warm_thriller","p014","adventurous","warm_thriller",true,5,5,502356,"The Super Mario Bros. Movie",1.0000,OVERVIEW_ONLY,false,true,28.290
"control","p014:warm_thriller","p014","adventurous","warm_thriller",true,6,1,1167307,"David",1.0000,OVERVIEW_ONLY,true,true,30.551
"control","p014:warm_thriller","p014","adventurous","warm_thriller",true,6,2,1327819,"Hoppers",1.0000,GENRE_ONLY,false,true,30.551
"control","p014:warm_thriller","p014","adventurous","warm_thriller",true,6,3,1226863,"The Super Mario Galaxy Movie",1.0000,GENRE_ONLY,false,true,30.551
"control","p014:warm_thriller","p014","adventurous","warm_thriller",true,6,4,803796,"KPop Demon Hunters",1.0000,GENRE_ONLY,false,true,30.551
"control","p014:warm_thriller","p014","adventurous","warm_thriller",true,6,5,980477,"Ne Zha 2",1.0000,GENRE_ONLY,false,true,30.551
"control","p014:warm_thriller","p014","adventurous","warm_thriller",true,7,1,1168190,"The Wrecking Crew",1.0000,GENRE_ONLY,true,true,31.438
"control","p014:warm_thriller","p014","adventurous","warm_thriller",true,7,2,573435,"Bad Boys: Ride or Die",1.0000,GENRE_ONLY,true,true,31.438
"control","p014:warm_thriller","p014","adventurous","warm_thriller",true,7,3,346698,"Barbie",1.0000,GENRE_ONLY,true,true,31.438
"control","p014:warm_thriller","p014","adventurous","warm_thriller",true,7,4,1327819,"Hoppers",1.0000,GENRE_ONLY,false,true,31.438
"control","p014:warm_thriller","p014","adventurous","warm_thriller",true,7,5,1084577,"Balls Up",1.0000,GENRE_ONLY,false,true,31.438
"control","p014:warm_thriller","p014","adventurous","warm_thriller",true,8,1,573435,"Bad Boys: Ride or Die",1.0000,GENRE_ONLY,true,true,37.014
"control","p014:warm_thriller","p014","adventurous","warm_thriller",true,8,2,1327819,"Hoppers",1.0000,GENRE_ONLY,false,true,37.014
"control","p014:warm_thriller","p014","adventurous","warm_thriller",true,8,3,1119449,"Good Luck, Have Fun, Don't Die",1.0000,OVERVIEW_ONLY,true,true,37.014
"control","p014:warm_thriller","p014","adventurous","warm_thriller",true,8,4,1084577,"Balls Up",1.0000,GENRE_ONLY,false,true,37.014
"control","p014:warm_thriller","p014","adventurous","warm_thriller",true,8,5,803796,"KPop Demon Hunters",1.0000,GENRE_ONLY,false,true,37.014
"control","p014:warm_thriller","p014","adventurous","warm_thriller",true,9,1,1084242,"Zootopia 2",1.0000,GENRE_ONLY,true,true,38.916
"control","p014:warm_thriller","p014","adventurous","warm_thriller",true,9,2,1115544,"Mike & Nick & Nick & Alice",1.0000,GENRE_ONLY,true,true,38.916
"control","p014:warm_thriller","p014","adventurous","warm_thriller",true,9,3,533535,"Deadpool & Wolverine",1.0000,GENRE_ONLY,true,true,38.916
"control","p014:warm_thriller","p014","adventurous","warm_thriller",true,9,4,1363123,"The Family Plan 2",1.0000,GENRE_ONLY,true,true,38.916
"control","p014:warm_thriller","p014","adventurous","warm_thriller",true,9,5,1327819,"Hoppers",1.0000,GENRE_ONLY,false,true,38.916
"control","p014:warm_comfort","p014","adventurous","warm_comfort",true,0,1,1084242,"Zootopia 2",1.0000,GENRE_ONLY,true,true,36.984
"control","p014:warm_comfort","p014","adventurous","warm_comfort",true,0,2,346698,"Barbie",1.0000,GENRE_ONLY,true,true,36.984
"control","p014:warm_comfort","p014","adventurous","warm_comfort",true,0,3,533535,"Deadpool & Wolverine",1.0000,GENRE_ONLY,true,true,36.984
"control","p014:warm_comfort","p014","adventurous","warm_comfort",true,0,4,1327819,"Hoppers",1.0000,GENRE_ONLY,false,true,36.984
"control","p014:warm_comfort","p014","adventurous","warm_comfort",true,0,5,1226863,"The Super Mario Galaxy Movie",1.0000,GENRE_ONLY,false,true,36.984
"control","p014:warm_comfort","p014","adventurous","warm_comfort",true,1,1,787699,"Wonka",1.0000,GENRE_ONLY,true,true,31.720
"control","p014:warm_comfort","p014","adventurous","warm_comfort",true,1,2,1115544,"Mike & Nick & Nick & Alice",1.0000,GENRE_ONLY,true,true,31.720
"control","p014:warm_comfort","p014","adventurous","warm_comfort",true,1,3,1357633,"Solo Leveling -ReAwakening-",1.0000,OVERVIEW_ONLY,true,true,31.720
"control","p014:warm_comfort","p014","adventurous","warm_comfort",true,1,4,939243,"Sonic the Hedgehog 3",1.0000,GENRE_ONLY,true,true,31.720
"control","p014:warm_comfort","p014","adventurous","warm_comfort",true,1,5,346698,"Barbie",1.0000,GENRE_ONLY,true,true,31.720
"control","p014:warm_comfort","p014","adventurous","warm_comfort",true,2,1,1226863,"The Super Mario Galaxy Movie",1.0000,GENRE_ONLY,false,true,28.527
